,code,name,reservedPerShare,bvps,perundp,trade,total,end
2569,600085,同仁堂,1.46,5.53,2.67,34.25,9.66,24.59
2901,2649,博彦科技,7.07,10.4,3.4,45.5,20.87,24.63
2560,300428,四通新材,0.54,2.49,0.78,28.55,3.81,24.74
2951,2786,银宝山新,0.46,2.66,1.08,28.95,4.2,24.75
177,2174,游族网络,0.22,2.9,1.61,29.48,4.73,24.75
797,601021,春秋航空,1.92,9.43,6.16,42.27,17.51,24.76
2962,600679,上海凤凰,1.9,3.06,-0.18,29.59,4.78,24.81
2335,985,大庆华科,2.0,3.9,0.44,31.16,6.34,24.82
1498,600855,航天长峰,0.79,2.56,0.66,28.89,4.01,24.88
1507,600764,中电广通,0.11,1.53,0.18,26.89,1.82,25.07
54,600536,中国软件,1.97,3.68,0.68,31.42,6.33,25.09
2955,935,四川双马,1.3,3.51,1.14,31.05,5.95,25.1
1242,603010,万盛股份,1.85,3.98,1.04,31.98,6.87,25.11
719,2460,赣锋锂业,0.95,3.01,1.02,30.09,4.98,25.11
1506,600768,宁波富邦,0.03,0.2,-0.93,24.42,-0.7,25.12
600,2368,太极股份,2.31,5.18,1.77,34.38,9.26,25.12
1495,600876,洛阳玻璃,2.75,0.79,-3.06,25.61,0.48,25.13
1835,603800,道森股份,2.39,4.46,0.95,32.94,7.8,25.14
347,2684,猛狮科技,3.0,4.55,0.49,33.24,8.04,25.2
956,2456,欧菲光,2.97,6.49,2.27,36.94,11.73,25.21
2739,600083,博信股份,0.42,0.25,-1.19,24.74,-0.52,25.26
390,300260,新莱应材,3.93,6.48,1.38,37.15,11.79,25.36
2547,300061,康耐特,0.1,1.95,0.34,27.79,2.39,25.4
70,600201,生物股份,2.03,5.85,2.63,35.92,10.51,25.41
767,300317,珈伟股份,7.52,9.25,0.85,43.1,17.62,25.48
604,2074,国轩高科,1.46,4.15,1.87,32.99,7.48,25.51
1569,600148,长春一东,0.63,2.64,0.76,29.59,4.03,25.56
1935,600563,法拉电子,1.16,8.81,5.95,41.51,15.92,25.59
934,2676,顺威股份,0.95,2.7,0.65,29.9,4.3,25.6
764,603108,润达医疗,0.78,3.51,1.34,31.33,5.63,25.7
1248,2473,圣莱达,1.39,2.34,-0.12,29.31,3.61,25.7
2973,2723,金莱特,1.2,3.43,1.05,31.4,5.68,25.72
971,38,深大通,13.7,15.02,0.31,54.79,29.03,25.76
1145,603288,海天味业,0.49,3.4,1.63,31.33,5.52,25.81
1632,300014,亿纬锂能,1.53,4.3,1.6,33.25,7.43,25.82
2785,2759,天际股份,0.48,2.47,0.87,29.65,3.82,25.83
488,300448,浩云科技,1.24,2.92,0.73,30.78,4.89,25.89
215,300432,富临精工,0.33,2.75,1.28,30.27,4.36,25.91
2827,603799,华友钴业,2.29,4.57,1.03,33.82,7.89,25.93
1522,600661,新南洋,0.98,3.43,0.93,31.32,5.34,25.98
1430,819,岳阳兴长,0.27,2.7,0.89,29.84,3.86,25.98
2866,300331,苏大维格,0.93,2.68,0.62,30.24,4.23,26.01
42,600379,宝光股份,0.03,2.02,0.86,28.98,2.91,26.07
2713,600547,山东黄金,0.02,7.2,4.48,37.86,11.7,26.16
584,300348,长亮科技,1.06,2.58,0.66,30.5,4.3,26.2
1355,300302,同有科技,0.2,1.51,0.42,28.35,2.13,26.22
883,2190,成飞集成,2.83,5.08,0.97,35.24,8.88,26.36
2167,300038,梅泰诺,7.58,10.22,1.52,45.7,19.32,26.38
2733,603898,好莱客,1.03,3.52,1.59,32.6,6.14,26.46
765,600118,中国卫星,1.36,3.99,1.54,33.43,6.89,26.54
475,2179,中航光电,1.62,6.53,2.92,37.61,11.07,26.54
291,603669,灵康药业,2.49,4.3,0.62,33.95,7.41,26.54
2841,300426,唐德影视,0.88,2.41,1.06,30.9,4.35,26.55
166,300288,朗玛信息,1.12,3.27,1.07,32.05,5.46,26.59
759,300387,富邦股份,1.44,4.78,2.39,35.3,8.61,26.69
829,2335,科华恒盛,7.5,10.89,2.1,47.18,20.49,26.69
939,2049,紫光国芯,1.03,5.16,3.01,35.92,9.2,26.72
1543,600421,仰帆控股,1.0,0.02,-2.12,25.73,-1.1,26.83
2115,300479,神思电子,0.51,2.45,0.81,30.61,3.77,26.84
2730,300356,光一科技,6.12,8.7,1.46,43.14,16.28,26.86
738,300244,迪安诊断,1.56,3.71,1.11,33.32,6.38,26.94
365,300113,顺网科技,0.91,3.42,1.29,32.6,5.62,26.98
1069,603067,振华股份,1.87,4.73,1.67,35.27,8.27,27.0
379,2758,华通医药,1.49,3.88,1.26,33.64,6.63,27.01
2903,603999,读者传媒,1.97,5.63,2.36,36.98,9.96,27.02
2610,2712,思美传媒,2.28,5.05,1.89,36.28,9.22,27.06
2921,600818,中路股份,0.05,1.68,0.42,29.4,2.15,27.25
2340,300042,朗科科技,4.51,6.47,0.83,39.06,11.81,27.25
2573,2776,柏堡龙,2.13,5.03,1.16,35.62,8.32,27.3
2700,300527,华舟应急,1.93,3.71,0.69,33.65,6.33,27.32
2974,603028,赛福天,0.86,3.05,1.1,32.38,5.01,27.37
680,603686,龙马环卫,1.24,4.17,1.92,34.75,7.33,27.42
2881,603223,恒通股份,2.34,5.17,1.69,36.68,9.2,27.48
761,2544,杰赛科技,0.42,2.41,0.86,31.17,3.69,27.48
1995,901,航天科技,1.7,4.36,1.04,34.61,7.1,27.51
1895,600562,国睿科技,1.03,3.33,1.13,33.08,5.49,27.59
1933,2007,华兰生物,0.42,4.35,2.57,34.98,7.34,27.64
27,300304,云意电气,4.22,6.83,1.41,40.15,12.46,27.69
1909,2734,利民股份,2.26,6.37,1.78,38.1,10.41,27.69
1573,600071,凤凰光学,0.44,1.93,0.19,30.29,2.56,27.73
2216,600535,天士力,1.61,7.39,4.11,40.86,13.11,27.75
2808,2782,可立克,0.14,1.93,0.73,30.56,2.8,27.76
1421,603611,诺力股份,1.48,5.93,3.23,38.4,10.64,27.76
2967,603519,立霸股份,1.13,4.17,1.83,34.91,7.13,27.78
2814,300421,力星股份,6.54,8.67,0.94,44.0,16.15,27.85
1218,603306,华懋科技,1.88,5.61,2.65,38.03,10.14,27.89
2182,300439,美康生物,1.59,4.03,1.58,35.09,7.2,27.89
860,2143,印纪传媒,-0.01,1.74,1.57,31.2,3.3,27.9
681,2268,卫 士 通,0.68,3.08,1.3,32.97,5.06,27.91
2839,2058,威 尔 泰,0.0,1.27,0.15,29.48,1.42,28.06
1687,2180,艾派克,0.0,2.07,0.97,31.11,3.04,28.07
1427,2072,凯瑞德,1.09,0.65,-1.66,28.2,0.08,28.12
40,300556,丝路视觉,0.87,3.37,0.81,33.37,5.05,28.32
1115,300401,花园生物,0.28,4.06,2.55,35.22,6.89,28.33
2657,300377,赢时胜,6.85,8.51,0.58,44.3,15.94,28.36
333,300065,海兰信,3.27,5.12,0.71,37.46,9.1,28.36
1827,2602,世纪华通,1.85,4.16,1.24,35.64,7.25,28.39
2462,603199,九华旅游,3.01,8.56,4.07,44.04,15.64,28.4
540,300285,国瓷材料,3.26,5.52,1.12,38.32,9.9,28.42
334,300422,博世科,4.73,7.44,1.26,41.9,13.43,28.47
641,600446,金证股份,0.01,1.6,0.47,30.56,2.08,28.48
2119,2577,雷柏科技,3.49,4.16,-0.39,35.85,7.26,28.59
2684,603779,威龙股份,0.72,3.76,1.85,35.04,6.33,28.71
2224,603989,艾华集团,3.09,5.73,1.37,38.91,10.19,28.72
1094,300015,爱尔眼科,0.46,2.62,1.3,33.21,4.38,28.83
2004,300471,厚普股份,6.45,10.68,3.49,49.46,20.62,28.84
2750,603958,哈森股份,2.13,5.27,1.91,38.25,9.31,28.94
2482,603959,百利科技,1.21,3.67,1.31,35.14,6.19,28.95
2796,603918,金桥信息,0.69,2.6,0.79,33.11,4.08,29.03
2888,300321,同大股份,2.68,6.39,2.4,40.5,11.47,29.03
2526,600506,香梨股份,1.52,1.82,-0.92,31.51,2.42,29.09
1831,600763,通策医疗,0.12,2.95,1.8,33.97,4.87,29.1
2831,300445,康斯特,0.34,2.59,1.07,33.3,4.0,29.3
2013,596,古井贡酒,2.57,10.65,6.47,48.99,19.69,29.3
2103,603806,福斯特,3.76,11.44,6.17,50.69,21.37,29.32
684,600391,成发科技,3.06,5.24,0.92,38.62,9.22,29.4
2473,300414,中光防雷,1.25,4.18,1.72,36.59,7.15,29.44
79,300438,鹏辉能源,1.01,3.57,1.47,35.52,6.05,29.47
317,300104,乐视网,2.97,4.96,0.88,38.39,8.81,29.58
1122,2466,天齐锂业,2.65,4.36,1.42,38.24,8.43,29.81
2549,300423,鲁亿通,1.75,4.41,1.49,37.49,7.65,29.84
2306,600680,上海普天,2.27,3.23,-0.36,35.04,5.14,29.9
2662,2468,艾迪西,0.79,2.2,0.32,33.22,3.31,29.91
1118,300412,迦南科技,3.29,5.68,1.21,40.09,10.18,29.91
1264,2508,老板电器,0.82,4.94,2.77,38.46,8.53,29.93
2670,300385,雪浪环境,2.64,6.06,2.16,40.84,10.86,29.98
2433,300528,幸福蓝海,2.97,5.82,1.74,40.58,10.53,30.05
2019,300252,金信诺,0.24,2.35,0.93,33.59,3.52,30.07
155,2747,埃斯顿,3.59,5.14,0.64,39.47,9.37,30.1
838,600149,廊坊发展,0.28,0.51,-0.89,30.01,-0.1,30.11
1928,2517,恺英网络,3.07,4.54,1.14,38.9,8.75,30.15
2325,2762,金发拉比,1.48,4.27,1.61,37.53,7.36,30.17
1518,600682,南京新百,0.28,1.98,0.31,32.82,2.57,30.25
1802,600771,广誉远,3.68,2.74,-2.05,34.76,4.37,30.39
242,300062,中能电气,2.34,5.36,1.86,39.95,9.56,30.39
31,300567,精测电子,0.23,4.95,2.49,38.18,7.67,30.51
20,2820,桂发祥,0.85,4.99,1.92,38.49,7.76,30.73
2864,603009,北特科技,6.74,9.53,1.64,48.65,17.91,30.74
2789,603861,白云电器,0.84,4.42,2.24,38.3,7.5,30.8
2372,300394,天孚通信,1.19,3.9,1.53,37.44,6.62,30.82
1821,600793,宜宾纸业,1.0,0.03,-2.0,29.88,-0.97,30.85
2943,2694,顾地科技,1.01,2.76,0.56,35.41,4.33,31.08
10,600599,熊猫金控,3.05,4.16,0.05,38.35,7.26,31.09
295,23,深天地Ａ,0.74,2.78,0.69,35.31,4.21,31.1
163,300220,金运激光,0.66,2.26,0.53,34.56,3.45,31.11
907,600476,湘邮科技,0.82,1.16,-0.74,32.47,1.24,31.23
86,600182,S佳通,0.0,2.71,1.43,35.41,4.14,31.27
549,2767,先锋电子,1.92,4.25,1.11,38.57,7.28,31.29
60,300216,千山药机,0.6,2.78,1.03,35.86,4.41,31.45
1455,2715,登云股份,2.64,4.86,0.99,39.99,8.49,31.5
2147,513,丽珠集团,4.25,14.8,8.65,59.25,27.7,31.55
2806,300442,普丽盛,5.21,9.62,3.21,49.7,18.04,31.66
2869,600593,大连圣亚,2.15,4.75,1.4,40.14,8.3,31.84
689,2766,索菱股份,2.33,5.5,1.95,41.64,9.78,31.86
1943,300399,京天利,0.42,2.95,1.39,36.67,4.76,31.91
276,300236,上海新阳,4.09,6.35,1.1,43.45,11.54,31.91
1462,603936,博敏电子,2.05,5.5,2.25,41.8,9.8,32.0
199,603703,盛洋科技,0.38,2.23,0.76,35.48,3.37,32.11
553,2781,奇信股份,3.18,7.19,2.77,45.27,13.14,32.13
2157,300409,道氏技术,2.93,5.36,1.29,41.74,9.58,32.16
1794,300462,华铭智能,1.44,3.94,1.34,39.06,6.72,32.34
2917,300411,金盾股份,1.25,3.58,1.21,38.43,6.04,32.39
327,600161,天坛生物,0.32,4.12,2.55,39.4,6.99,32.41
2143,300512,中亚股份,2.11,4.8,1.5,40.88,8.41,32.47
2458,300429,强力新材,1.48,3.66,1.11,38.72,6.25,32.47
1559,600233,圆通速递,2.11,2.78,0.5,38.03,5.39,32.64
1838,300279,和晶科技,8.02,10.06,0.98,51.91,19.06,32.85
2212,300369,绿盟科技,2.22,4.65,1.49,41.23,8.36,32.87
651,2599,盛通股份,2.34,4.96,1.43,41.6,8.73,32.87
12,603727,博迈科,0.0,6.95,0.0,39.9,6.95,32.95
893,300485,赛升药业,4.29,8.5,2.95,48.75,15.74,33.01
1402,600338,西藏珠峰,0.03,1.6,1.15,35.85,2.78,33.07
2000,300238,冠昊生物,3.13,5.07,0.87,42.19,9.07,33.12
756,603355,莱克电气,1.98,7.01,3.53,45.67,12.52,33.15
408,300246,宝莱特,0.51,3.06,1.4,38.16,4.97,33.19
1775,603027,千禾味业,2.47,5.39,1.77,42.96,9.63,33.33
83,403,ST生化,0.42,2.05,0.41,36.23,2.88,33.35
406,300371,汇中股份,1.54,4.37,1.56,40.9,7.47,33.43
1049,2530,丰东股份,0.43,2.61,0.39,36.86,3.43,33.43
1423,300357,我武生物,1.12,3.89,1.53,40.02,6.54,33.48
2804,300470,日机密封,3.72,7.98,2.87,48.12,14.57,33.55
2865,300404,博济医药,1.19,3.22,0.92,38.89,5.33,33.56
227,48,康达尔,0.11,1.93,0.76,36.39,2.8,33.59
1458,300396,迪瑞医疗,2.67,6.89,2.95,46.18,12.51,33.67
2091,603168,莎普爱思,1.83,6.4,3.17,45.27,11.4,33.87
2459,2761,多喜爱,2.0,5.31,2.06,43.31,9.37,33.94
1059,300364,中文在线,7.36,9.11,0.66,51.16,17.13,34.03
2900,300405,科隆精化,7.57,11.72,2.73,56.09,22.02,34.07
503,300327,中颖电子,1.85,3.41,0.54,39.92,5.8,34.12
2136,300366,创意信息,3.49,6.08,1.03,44.8,10.6,34.2
917,300489,中飞股份,2.07,4.9,1.64,42.95,8.61,34.34
808,600452,涪陵电力,2.04,5.08,1.67,43.13,8.79,34.34
2834,603025,大豪科技,1.05,3.23,0.94,39.62,5.22,34.4
941,49,德赛电池,0.04,5.03,3.78,43.28,8.85,34.43
2679,603339,四方冷链,2.33,6.11,2.65,45.56,11.09,34.47
2964,601020,华钰矿业,0.68,2.91,0.97,39.32,4.56,34.76
2647,2760,凤形股份,2.69,6.5,2.48,46.51,11.67,34.84
1456,300191,潜能恒信,1.72,3.67,0.73,40.96,6.12,34.84
1243,2606,大连电瓷,1.62,3.99,1.32,41.85,6.93,34.92
649,300472,新元科技,1.51,3.75,1.11,41.3,6.37,34.93
1021,2657,中科金财,5.26,8.05,1.65,49.89,14.96,34.93
988,2811,亚泰国际,3.43,6.76,2.1,47.43,12.29,35.14
279,300451,创业软件,1.24,3.06,1.26,40.83,5.56,35.27
1426,2797,第一创业,1.79,4.04,0.76,41.93,6.59,35.34
2277,915,山大华特,0.19,6.91,5.44,48.02,12.54,35.48
1851,300481,濮阳惠成,0.5,2.74,1.12,39.95,4.36,35.59
791,300494,盛天网络,1.4,3.61,1.0,41.83,6.01,35.82
2239,300434,金石东方,0.54,2.89,1.21,40.51,4.64,35.87
2754,2785,万里石,0.87,3.21,1.3,41.5,5.38,36.12
1448,2732,燕塘乳业,2.03,5.31,2.05,45.57,9.39,36.18
2393,423,东阿阿胶,1.05,11.78,9.01,58.05,21.84,36.21
2680,600671,天目药业,0.42,0.47,-1.15,35.96,-0.26,36.22
706,603313,恒康家居,3.74,6.71,1.77,48.45,12.22,36.23
424,300416,苏试试验,1.12,3.68,1.45,42.55,6.25,36.3
201,603026,石大胜华,2.12,7.29,3.34,49.29,12.75,36.54
2833,603667,五洲新春,1.06,4.71,1.61,43.92,7.38,36.54
692,601595,上海电影,2.2,5.0,1.63,45.51,8.83,36.68
2619,603377,东方时尚,1.8,3.8,0.74,43.24,6.34,36.9
459,603515,欧普照明,1.81,5.05,1.98,45.76,8.84,36.92
720,2757,南兴装备,3.2,6.88,2.44,49.55,12.52,37.03
2009,603883,老百姓,3.42,8.15,3.56,52.18,15.13,37.05
2251,300446,乐凯新材,0.29,3.79,2.24,43.55,6.32,37.23
879,600137,浪莎股份,3.52,4.62,-0.01,45.43,8.13,37.3
2752,603788,宁波高发,2.66,5.48,1.88,47.38,10.02,37.36
2744,300069,金利华电,2.23,4.32,0.95,45.05,7.5,37.55
2243,600436,片仔癀,1.01,5.64,2.95,47.19,9.6,37.59
1238,2304,洋河股份,0.49,16.63,14.64,69.37,31.76,37.61
21,300562,乐心医疗,0.0,6.18,0.0,43.88,6.18,37.7
250,600753,东方银星,1.11,1.06,-1.05,39.11,1.12,37.99
1760,600276,恒瑞医药,0.19,4.99,3.41,46.61,8.59,38.02
1908,2703,浙江世宝,2.09,4.63,1.14,45.88,7.86,38.02
30,300566,激智科技,0.88,4.92,1.9,46.1,7.7,38.4
2957,2755,东方新星,1.4,5.0,2.31,47.2,8.71,38.49
1457,300365,恒华科技,0.98,3.8,1.64,45.02,6.42,38.6
2124,600647,同达创业,0.0,2.59,1.34,42.61,3.93,38.68
1,300569,N天能,2.23,12.64,6.13,59.86,21.0,38.86
389,603866,桃李面包,1.17,4.32,1.93,46.3,7.42,38.88
2807,2343,慈文传媒,0.32,3.8,2.04,45.11,6.16,38.95
471,603398,邦宝益智,0.96,2.69,0.61,43.64,4.26,39.38
1767,300266,兴源环境,3.75,5.86,1.04,50.06,10.65,39.41
454,300073,当升科技,5.34,7.13,0.69,52.8,13.16,39.64
26,300400,劲拓股份,0.7,3.4,1.51,45.32,5.61,39.71
2811,300393,中来股份,1.87,5.15,2.02,48.8,9.04,39.76
2803,2315,焦点科技,10.41,16.28,3.05,69.53,29.74,39.79
271,600053,九鼎投资,0.44,3.28,1.45,44.98,5.17,39.81
1142,28,国药一致,5.14,16.73,10.09,71.9,31.96,39.94
2062,603085,天成自控,5.59,8.16,1.43,55.27,15.18,40.09
1986,603663,三祥新材,1.17,3.12,0.83,45.21,5.12,40.09
700,603338,浙江鼎力,2.39,6.43,2.75,51.78,11.57,40.21
1907,603189,网达软件,1.68,3.32,0.56,46.05,5.56,40.49
1051,567,海德股份,0.77,1.46,-0.32,42.52,1.91,40.61
345,300380,安硕信息,1.07,3.04,0.85,45.6,4.96,40.64
1178,526,紫光学大,0.6,1.11,-0.54,42.0,1.17,40.83
263,603021,山东华鹏,6.53,10.95,3.23,61.63,20.71,40.92
2200,300072,三聚环保,1.85,4.91,2.25,50.17,9.01,41.16
2880,603016,新宏泰,1.86,5.39,2.27,50.82,9.52,41.3
23,603696,安记食品,2.69,5.71,1.8,51.92,10.2,41.72
1882,2625,龙生股份,0.13,1.87,0.69,44.5,2.69,41.81
144,300417,南华仪器,1.47,4.51,1.86,49.84,7.84,42.0
914,300037,新宙邦,6.35,11.47,3.71,63.54,21.53,42.01
2476,300384,三联虹普,1.76,5.42,2.37,51.6,9.55,42.05
1856,300452,山河药辅,1.22,4.2,1.78,49.32,7.2,42.12
13,603060,国检集团,0.0,2.36,0.88,45.4,3.24,42.16
2823,300382,斯莱克,4.04,7.8,2.33,56.37,14.17,42.2
1452,2572,索菲亚,4.14,7.8,2.4,56.65,14.34,42.31
322,300109,新开源,4.96,7.1,1.03,55.5,13.09,42.41
2836,4,国农科技,0.01,1.15,0.01,43.92,1.17,42.75
1678,2287,奇正藏药,1.01,4.05,1.67,49.7,6.73,42.97
2897,603777,来伊份,4.12,10.1,2.32,59.59,16.54,43.05
1045,2709,天赐材料,1.52,4.58,2.03,51.21,8.13,43.08
2373,2569,步森股份,2.28,3.5,0.02,49.19,5.8,43.39
550,300017,网宿科技,4.67,8.74,2.82,59.74,16.23,43.51
1090,300430,诚益通,2.88,6.55,2.43,55.44,11.86,43.58
1138,2790,瑞尔特,4.17,8.15,2.66,58.63,14.98,43.65
859,603421,鼎信通讯,1.23,4.22,1.73,51.03,7.18,43.85
1291,603569,长久物流,1.37,4.27,1.4,50.91,7.04,43.87
1058,2095,生 意 宝,1.28,3.25,0.83,49.25,5.36,43.89
1406,300097,智云股份,6.19,8.68,1.39,60.36,16.26,44.1
2735,2352,鼎泰新材,1.82,3.03,0.08,49.13,4.93,44.2
2928,2719,麦趣尔,6.86,10.65,2.79,64.57,20.3,44.27
2797,603868,飞科电器,1.58,4.17,1.3,51.48,7.05,44.43
2313,300443,金雷风电,6.74,12.07,3.98,67.64,22.79,44.85
2589,603520,司太立,3.8,6.64,1.58,56.92,12.02,44.9
564,300226,上海钢联,2.77,3.07,-0.81,50.08,5.03,45.05
2759,2787,华源包装,3.05,6.61,2.3,57.04,11.96,45.08
2920,603268,松发股份,2.76,6.29,2.32,56.65,11.37,45.28
1755,603088,宁波精达,2.95,5.86,1.64,55.91,10.45,45.46
1762,603859,能科股份,1.14,5.08,1.78,53.49,8.0,45.49
1108,600419,天润乳业,5.86,7.09,0.07,58.52,13.02,45.5
2532,2679,福建金森,2.46,5.09,1.5,54.6,9.05,45.55
413,2792,通宇通讯,3.26,7.88,3.38,60.08,14.52,45.56
87,2746,仙坛股份,6.53,10.92,3.23,66.99,20.68,46.31
1410,300174,元力股份,1.86,3.91,0.9,52.99,6.67,46.32
33,300447,全信股份,0.73,3.91,1.98,53.15,6.62,46.53
2174,603393,新天然气,7.32,10.66,1.69,66.42,19.67,46.75
1384,963,华东医药,7.07,14.46,5.88,74.2,27.41,46.79
285,2791,坚朗五金,5.06,11.25,4.79,68.0,21.1,46.9
2596,600211,西藏药业,1.49,3.98,1.2,53.67,6.67,47.0
506,2722,金轮股份,6.33,9.34,1.79,64.5,17.46,47.04
1442,300511,雪榕生物,4.22,8.06,2.66,62.0,14.94,47.06
2184,300483,沃施股份,3.09,6.45,2.14,58.85,11.68,47.17
2671,2620,瑞和股份,9.41,13.65,2.67,73.0,25.73,47.27
2815,300506,名家汇,0.09,1.8,0.65,49.97,2.54,47.43
159,300467,迅游科技,2.57,3.03,0.43,53.62,6.03,47.59
2882,603029,天鹅股份,2.37,7.47,3.6,61.09,13.44,47.65
1872,2808,苏州恒久,1.68,4.2,1.29,54.97,7.17,47.8
308,2803,吉宏股份,1.23,3.63,1.31,54.01,6.17,47.84
904,300294,博雅生物,4.45,7.48,1.84,61.66,13.77,47.89
2616,2354,天神娱乐,12.62,17.72,3.71,82.0,34.05,47.95
2205,603600,永艺股份,2.03,5.88,2.7,58.62,10.61,48.01
1459,2366,台海核电,1.71,4.02,1.64,55.46,7.37,48.09
2600,300424,航新科技,2.28,6.4,2.87,59.76,11.55,48.21
599,300499,高澜股份,1.79,4.67,1.72,57.0,8.18,48.82
1511,600733,S前锋,0.37,1.07,-0.32,50.18,1.12,49.06
2914,2120,新海股份,0.0,3.03,2.04,54.18,5.07,49.11
2337,2778,高科石化,2.41,6.58,2.88,61.01,11.87,49.14
2326,300487,蓝晓科技,4.98,8.7,2.67,65.55,16.35,49.2
209,603726,朗迪集团,2.22,7.66,4.23,63.53,14.11,49.42
58,603066,音飞储存,3.83,7.78,2.58,63.65,14.19,49.46
1194,2773,康弘药业,0.99,4.09,2.03,56.75,7.11,49.64
350,603090,宏盛股份,2.21,4.41,1.07,57.37,7.69,49.68
18,2821,凯莱英,3.16,12.45,5.15,70.81,20.76,50.05
2720,603007,花王股份,2.83,6.17,2.1,61.34,11.1,50.24
1252,2739,万达院线,3.91,8.68,3.3,66.16,15.89,50.27
296,2735,王子新材,2.03,5.92,2.76,61.15,10.71,50.44
1894,2810,山东赫达,2.0,6.64,3.15,62.25,11.79,50.46
869,2815,崇达技术,1.74,4.92,2.05,59.48,8.71,50.77
704,300539,横河模具,1.31,3.56,1.16,56.83,6.03,50.8
1224,603368,柳州医药,15.38,21.77,4.95,93.01,42.1,50.91
1256,603816,顾家家居,0.25,4.01,1.68,56.92,5.94,50.98
1025,603159,上海亚虹,1.22,3.66,1.32,57.22,6.2,51.02
1168,600570,恒生电子,0.18,3.97,2.17,57.9,6.32,51.58
1782,603909,合诚股份,2.15,5.57,2.28,61.88,10.0,51.88
2768,300478,杭州高新,3.6,7.54,2.49,65.52,13.63,51.89
346,300456,耐威科技,4.92,7.21,1.26,65.32,13.39,51.93
1780,300468,四方精创,5.49,7.72,1.85,67.04,15.06,51.98
2593,2799,环球印务,1.48,5.06,2.32,61.05,8.86,52.19
53,300340,科恒股份,5.14,8.0,1.6,67.02,14.74,52.28
74,300517,海波重科,2.58,5.64,1.84,62.8,10.06,52.74
2747,603658,安图生物,1.27,3.69,1.26,59.52,6.22,53.3
2695,603556,海兴电力,0.95,6.81,3.0,64.54,10.76,53.78
512,300431,暴风集团,1.3,2.86,1.14,59.1,5.3,53.8
1282,300536,农尚环境,2.24,5.1,1.68,63.01,9.02,53.99
730,2647,宏磊股份,2.38,4.53,1.01,61.99,7.92,54.07
1293,2751,易尚展示,0.66,3.15,1.29,59.2,5.1,54.1
385,2816,和科达,0.56,4.37,1.91,61.0,6.84,54.16
2782,2558,世纪游轮,2.54,4.32,1.06,62.4,7.92,54.48
2969,2805,丰元股份,1.63,5.5,2.53,64.3,9.66,54.64
1029,300403,地尔汉宇,4.8,9.73,3.49,73.22,18.02,55.2
2255,300529,健帆生物,0.91,2.72,0.65,59.5,4.28,55.22
2585,2788,鹭燕医药,5.07,10.4,4.02,74.82,19.49,55.33
1453,300436,广生堂,1.25,3.88,1.41,62.72,6.54,56.18
1361,2813,路畅科技,1.7,5.51,2.53,66.02,9.74,56.28
1784,603887,城地股份,3.52,6.9,2.19,68.96,12.61,56.35
1987,300492,山鼎设计,1.16,3.42,1.09,62.14,5.67,56.47
2067,503,海虹控股,0.03,1.45,0.54,58.54,2.02,56.52
17,300561,汇金科技,0.7,6.34,2.94,66.63,9.98,56.65
1493,600892,大晟文化,11.27,11.3,-1.03,78.31,21.54,56.77
2202,300474,景嘉微,0.86,3.2,1.17,62.05,5.23,56.82
1847,300515,三德科技,2.1,4.36,1.11,65.15,7.57,57.58
2826,600455,博通股份,2.33,2.08,-1.37,60.89,3.04,57.85
2291,600259,广晟有色,2.52,1.57,-2.12,59.97,1.97,58.0
2007,2281,光迅科技,7.11,13.21,4.74,83.25,25.06,58.19
1464,603822,嘉澳环保,3.29,8.43,3.74,73.82,15.46,58.36
1106,300379,东方通,9.35,12.21,1.76,81.8,23.32,58.48
2911,2464,金利科技,6.08,7.33,-0.2,72.0,13.21,58.79
1934,603131,上海沪工,2.72,6.03,2.06,69.77,10.81,58.96
99,300493,润欣科技,1.77,3.8,0.91,65.45,6.48,58.97
1298,2668,奥马电器,2.9,12.16,7.53,81.6,22.59,59.01
1447,300482,万孚生物,1.65,4.65,1.74,67.61,8.04,59.57
1963,603798,康普顿,3.63,7.57,2.62,73.69,13.82,59.87
650,2718,友邦吊顶,5.14,11.33,4.62,80.99,21.09,59.9
637,300540,深冷股份,4.14,7.86,2.4,74.75,14.4,60.35
2464,603729,龙韵股份,4.01,12.2,6.8,84.18,23.01,61.17
342,300541,先进数通,2.96,5.62,1.48,71.4,10.06,61.34
1074,603678,火炬电子,7.47,12.54,3.76,85.5,23.77,61.73
866,603988,中电电机,4.1,8.08,2.68,76.72,14.86,61.86
1489,600990,四创电子,3.05,7.62,3.11,75.72,13.78,61.94
1929,25,特 力Ａ,1.9,3.01,0.1,66.99,5.01,61.98
326,603031,安德利,3.06,7.13,3.01,75.55,13.2,62.35
292,300542,新晨科技,2.21,5.97,2.39,73.0,10.57,62.43
2587,603322,超讯通信,3.17,5.81,1.53,73.09,10.51,62.58
193,2806,华锋股份,1.03,4.31,2.06,70.81,7.4,63.41
1923,603701,德宏股份,3.32,6.77,2.13,75.87,12.22,63.65
2688,603508,思维列控,8.39,14.8,5.0,92.08,28.19,63.89
1350,300033,同花顺,0.66,4.56,2.72,71.98,7.94,64.04
309,300497,富祥股份,3.53,7.23,2.48,78.23,13.24,64.99
2507,300509,新美星,3.83,6.97,1.94,78.2,12.74,65.46
679,2817,黄山胶囊,0.62,5.48,2.47,74.03,8.57,65.46
245,2812,创新股份,7.11,11.34,2.64,87.4,21.09,66.31
2916,2802,洪汇新材,2.17,4.95,1.6,75.07,8.72,66.35
1258,603737,三棵树,3.21,8.96,4.37,84.89,16.54,68.35
