,code,trade
1496,300182,10.93
1497,300181,10.58
1498,300180,24.0
1499,300179,0.0
1500,300178,18.66
1501,300177,14.94
1502,300176,32.43
1503,300175,14.5
1504,300174,52.99
1505,300173,20.29
1506,300172,10.62
1507,300171,17.08
1508,300170,13.86
1509,300169,13.35
1510,300168,23.07
1511,300167,15.66
1512,300166,24.3
1513,300165,0.0
1514,300164,9.82
1515,300163,13.13
1516,300162,17.26
1517,300161,27.07
1518,300160,13.64
1519,300159,15.42
1520,300158,21.95
1521,300157,10.19
1522,300156,25.44
1523,300155,13.27
1524,300154,11.1
1525,300153,22.6
1526,300152,8.37
1527,300151,13.19
1528,300150,0.0
1529,300149,17.85
1530,300148,22.86
1531,300147,14.66
1532,300146,13.16
1533,300145,25.6
1534,300144,22.99
1535,300143,0.0
1536,300142,11.3
1537,300141,26.99
1538,300140,18.42
1539,300139,15.19
1540,300138,19.13
1541,300137,15.83
1542,300136,25.6
1543,300135,5.77
1544,300134,30.74
1545,300133,13.46
1546,300132,11.88
1547,300131,10.07
1548,300130,27.86
1549,300129,8.44
1550,300128,16.93
1551,300127,21.25
1552,300126,11.46
1553,300125,32.53
1554,300124,21.21
1555,300123,0.0
1556,300122,19.0
1557,300121,18.99
1558,300120,0.0
1559,300119,18.63
1560,300118,16.03
1561,300117,6.89
1562,300116,19.97
1563,300115,25.69
1564,300114,26.86
1565,300113,32.6
1566,300112,15.47
1567,300111,5.81
1568,300110,15.25
1569,300109,55.5
1570,300108,9.68
1571,300107,8.08
1572,300106,17.62
1573,300105,9.69
1574,300104,38.39
1575,300103,24.67
1576,300102,8.69
1577,300101,22.34
1578,300100,0.0
1579,300099,9.85
1580,300098,0.0
1581,300097,60.36
1582,300096,19.64
1583,300095,0.0
1584,300094,8.32
1585,300093,0.0
1586,300092,15.02
1587,300091,14.81
1588,300090,12.72
1589,300089,18.6
1590,300088,0.0
1591,300087,12.84
1592,300086,13.15
1593,300085,26.2
1594,300084,12.66
1595,300083,8.13
1596,300082,8.46
1597,300081,19.03
1598,300080,0.0
1599,300079,8.32
1600,300078,28.96
1601,300077,19.19
1602,300076,0.0
1603,300075,22.07
1604,300074,10.76
1605,300073,52.8
1606,300072,50.17
1607,300071,11.47
1608,300070,17.65
1609,300069,45.05
1610,300068,20.27
1611,300067,9.1
1612,300066,7.47
1613,300065,37.46
1614,300064,11.6
1615,300063,35.68
1616,300062,39.95
1617,300061,27.79
1618,300059,21.0
1619,300058,10.73
1620,300057,16.16
1621,300056,20.66
1622,300055,18.15
1623,300054,23.95
1624,300053,16.15
1625,300052,26.49
1626,300051,18.1
1627,300050,14.36
1628,300049,23.35
1629,300048,9.32
1630,300047,0.0
1631,300046,26.78
1632,300045,16.03
1633,300044,17.54
1634,300043,11.96
1635,300042,39.06
1636,300041,12.82
1637,300040,13.22
1638,300039,11.18
1639,300038,45.7
1640,300037,63.54
1641,300036,19.7
1642,300035,16.97
1643,300034,21.22
1644,300033,71.98
1645,300032,17.4
1646,300031,24.33
1647,300030,15.85
1648,300029,14.74
1649,300028,14.18
1650,300027,0.0
1651,300026,6.2
1652,300025,12.01
1653,300024,23.86
1654,300023,22.2
1655,300022,9.14
1656,300021,18.89
1657,300020,17.97
1658,300019,16.7
1659,300018,13.29
1660,300017,59.74
1661,300016,21.05
1662,300015,33.21
1663,300014,33.25
1664,300013,15.59
1665,300012,12.98
1666,300011,22.72
1667,300010,19.65
1668,300009,24.69
1669,300008,24.88
1670,300007,22.92
1671,300006,9.1
1672,300005,16.64
1673,300004,16.54
1674,300003,18.49
1675,300002,10.36
1676,300001,20.37
1677,002823,21.75
1678,002821,70.81
1679,002820,38.49
1680,002819,18.52
1681,002818,86.96
1682,002817,74.03
1683,002816,61.0
1684,002815,59.48
1685,002813,66.02
1686,002812,87.4
1687,002811,47.43
1688,002810,62.25
1689,002809,93.6
1690,002808,54.97
1691,002807,13.35
1692,002806,70.81
1693,002805,64.3
1694,002803,54.01
1695,002802,75.07
1696,002801,193.37
1697,002800,83.73
1698,002799,61.05
1699,002798,0.0
1700,002797,41.93
1701,002796,80.0
1702,002795,89.86
1703,002793,86.1
1704,002792,60.08
1705,002791,68.0
1706,002790,58.63
1707,002789,93.88
1708,002788,74.82
1709,002787,57.04
1710,002786,28.95
1711,002785,41.5
1712,002783,113.89
1713,002782,30.56
1714,002781,45.27
1715,002780,87.9
1716,002779,0.0
1717,002778,61.01
1718,002777,109.5
1719,002776,35.62
1720,002775,26.42
1721,002773,56.75
1722,002772,22.13
1723,002771,90.6
1724,002770,12.29
1725,002769,26.94
1726,002768,27.21
1727,002767,38.57
1728,002766,41.64
1729,002765,31.68
1730,002763,37.28
1731,002762,37.53
1732,002761,43.31
1733,002760,46.51
1734,002759,29.65
1735,002758,33.64
1736,002757,49.55
1737,002756,28.44
1738,002755,47.2
1739,002753,33.35
1740,002752,21.15
1741,002751,59.2
1742,002750,18.0
1743,002749,102.7
1744,002748,22.03
1745,002747,39.47
1746,002746,66.99
1747,002745,0.0
1748,002743,17.18
1749,002742,24.39
1750,002741,21.87
1751,002740,16.71
1752,002739,66.16
1753,002738,28.97
1754,002737,36.65
1755,002736,17.87
1756,002735,61.15
1757,002734,38.1
1758,002733,25.9
1759,002732,45.57
1760,002731,31.64
1761,002730,28.23
1762,002729,87.29
1763,002728,30.0
1764,002727,22.27
1765,002726,17.11
1766,002725,0.0
1767,002724,27.0
1768,002723,31.4
1769,002722,64.5
1770,002721,0.0
1771,002719,64.57
1772,002718,80.99
1773,002717,28.84
1774,002716,25.48
1775,002715,39.99
1776,002714,24.9
1777,002713,29.19
1778,002712,36.28
1779,002711,14.7
1780,002709,51.21
1781,002708,15.72
1782,002707,18.19
1783,002706,29.2
1784,002705,18.18
1785,002703,45.88
1786,002702,18.65
1787,002701,9.45
1788,002700,13.89
1789,002699,34.26
1790,002698,17.42
1791,002697,6.34
1792,002696,25.95
1793,002695,27.09
1794,002694,35.41
1795,002693,12.18
1796,002692,14.65
1797,002691,27.8
1798,002690,22.33
1799,002689,7.84
1800,002688,10.73
1801,002687,13.39
1802,002686,17.04
1803,002685,11.56
1804,002684,33.24
1805,002683,10.22
1806,002682,16.15
1807,002681,14.04
1808,002680,19.98
1809,002679,54.6
1810,002678,18.0
1811,002677,12.1
1812,002676,29.9
1813,002675,16.59
1814,002674,19.18
1815,002673,25.18
1816,002672,19.09
1817,002671,13.52
1818,002670,36.34
1819,002669,29.26
1820,002668,81.6
1821,002667,32.62
1822,002666,8.86
1823,002665,9.23
1824,002664,25.36
1825,002663,6.31
1826,002662,17.4
1827,002661,18.54
1828,002660,16.43
1829,002659,0.0
1830,002658,16.73
1831,002657,49.89
1832,002656,22.35
1833,002655,16.51
1834,002654,0.0
1835,002653,17.57
1836,002652,16.63
1837,002651,11.86
1838,002650,7.83
1839,002649,45.5
1840,002648,11.43
1841,002647,61.99
1842,002646,19.89
1843,002645,34.74
1844,002644,12.4
1845,002643,40.38
1846,002642,25.64
1847,002641,8.95
1848,002640,0.0
1849,002639,15.2
1850,002638,11.3
1851,002637,15.08
1852,002636,18.15
1853,002635,0.0
1854,002634,11.29
1855,002633,26.05
1856,002632,11.9
1857,002631,21.18
1858,002630,13.69
1859,002629,0.0
1860,002628,9.15
1861,002627,26.18
1862,002626,15.5
1863,002625,44.5
1864,002624,33.42
1865,002623,48.58
1866,002622,13.3
1867,002621,0.0
1868,002620,73.0
1869,002619,23.55
1870,002618,29.5
1871,002617,15.28
1872,002616,20.35
1873,002615,19.0
1874,002614,15.15
1875,002613,9.05
1876,002612,21.42
1877,002611,16.96
1878,002610,3.71
1879,002609,17.92
1880,002608,0.0
1881,002607,12.68
1882,002606,41.85
1883,002605,19.09
1884,002604,13.51
1885,002603,17.36
1886,002602,35.64
1887,002601,13.56
1888,002600,10.3
1889,002599,41.6
1890,002598,13.66
1891,002597,15.29
1892,002596,29.57
1893,002595,21.37
1894,002594,55.39
1895,002593,7.75
1896,002592,34.79
1897,002591,15.41
1898,002590,23.06
1899,002589,33.71
1900,002588,11.82
1901,002587,15.9
1902,002586,10.42
1903,002585,10.94
1904,002584,0.0
1905,002583,0.0
1906,002582,42.55
1907,002581,25.71
1908,002580,19.5
1909,002579,13.82
1910,002578,0.0
1911,002577,35.85
1912,002576,0.0
1913,002575,14.9
1914,002574,13.13
1915,002573,18.11
1916,002572,56.65
1917,002571,0.0
1918,002570,11.99
1919,002569,49.19
1920,002568,22.5
1921,002567,13.11
1922,002566,13.84
1923,002565,8.44
1924,002564,9.81
1925,002563,11.1
1926,002562,0.0
1927,002561,13.97
1928,002560,12.15
1929,002559,14.55
1930,002558,62.4
1931,002557,17.48
1932,002556,9.75
1933,002555,18.52
1934,002554,7.99
1935,002553,13.55
1936,002552,17.52
1937,002551,22.65
1938,002550,8.18
1939,002549,11.38
1940,002548,15.74
1941,002547,10.09
1942,002546,10.24
1943,002545,12.24
1944,002544,31.17
1945,002543,18.76
1946,002542,8.21
1947,002541,21.28
1948,002540,8.49
1949,002539,12.94
1950,002538,11.06
1951,002537,31.2
1952,002536,14.98
1953,002535,7.36
1954,002534,12.48
1955,002533,11.18
1956,002532,16.01
1957,002531,7.73
1958,002530,36.86
1959,002529,22.71
1960,002528,8.22
1961,002527,15.2
1962,002526,0.0
1963,002524,10.67
1964,002523,7.17
1965,002522,20.83
1966,002521,10.84
1967,002520,14.37
1968,002519,22.84
1969,002518,22.03
1970,002517,38.9
1971,002516,7.03
1972,002515,18.55
1973,002514,10.41
1974,002513,17.25
1975,002512,18.95
1976,002511,19.61
1977,002510,0.0
1978,002509,0.0
1979,002508,38.46
1980,002507,13.96
1981,002506,6.03
1982,002505,3.6
1983,002504,9.31
1984,002503,13.8
1985,002502,14.08
1986,002501,12.4
1987,002500,14.28
1988,002499,29.25
1989,002498,4.52
1990,002497,7.18
1991,002496,5.33
1992,002495,7.33
1993,002494,16.63
1994,002493,14.96
1995,002492,0.0
1996,002491,16.75
1997,002490,11.13
1998,002489,7.68
1999,002488,17.41
2000,002487,9.16
2001,002486,10.63
2002,002485,18.6
2003,002484,14.18
2004,002483,12.65
2005,002482,0.0
2006,002481,7.85
2007,002480,12.16
2008,002479,15.13
2009,002478,0.0
2010,002477,5.3
2011,002476,11.33
2012,002475,20.65
2013,002474,16.18
2014,002473,29.31
2015,002472,12.95
2016,002471,6.61
2017,002470,7.88
2018,002469,9.54
2019,002468,33.22
2020,002467,12.65
2021,002466,38.24
2022,002465,11.96
2023,002464,72.0
2024,002463,5.22
2025,002462,0.0
2026,002461,13.16
2027,002460,30.09
2028,002459,17.55
2029,002458,0.0
2030,002457,12.03
2031,002456,36.94
2032,002455,11.38
2033,002454,15.1
2034,002453,10.23
2035,002452,10.25
2036,002451,16.25
2037,002450,18.2
2038,002449,14.88
2039,002448,12.1
2040,002447,9.68
2041,002446,26.67
2042,002445,18.02
2043,002444,18.15
2044,002443,13.14
2045,002442,14.43
2046,002441,14.33
2047,002440,0.0
2048,002439,23.15
2049,002438,22.2
2050,002437,8.55
2051,002436,8.24
2052,002435,23.94
2053,002434,15.72
2054,002433,11.34
2055,002432,17.83
2056,002431,10.3
2057,002430,8.8
2058,002429,11.15
2059,002428,14.81
2060,002427,21.82
2061,002426,9.68
2062,002425,23.2
2063,002424,21.27
2064,002423,11.22
2065,002422,17.92
2066,002421,7.2
2067,002420,10.48
2068,002419,13.54
2069,002418,10.23
2070,002417,18.19
2071,002416,17.2
2072,002415,24.62
2073,002414,25.64
2074,002413,12.97
2075,002412,21.15
2076,002411,0.0
2077,002410,15.42
2078,002409,23.97
2079,002408,11.0
2080,002407,31.0
2081,002406,9.19
2082,002405,20.66
2083,002404,9.49
2084,002403,16.5
2085,002402,10.93
2086,002401,17.5
2087,002400,13.79
2088,002399,18.25
2089,002398,14.3
2090,002397,8.94
2091,002396,0.0
2092,002395,25.62
2093,002394,19.69
2094,002393,48.72
2095,002392,6.11
2096,002391,16.71
2097,002390,9.85
2098,002389,15.68
2099,002388,12.26
2100,002387,19.64
2101,002386,0.0
2102,002385,7.34
2103,002384,18.96
2104,002383,0.0
2105,002382,13.05
2106,002381,12.99
2107,002380,32.54
2108,002379,0.0
2109,002378,10.97
2110,002377,0.0
2111,002376,0.0
2112,002375,11.66
2113,002374,8.49
2114,002373,15.93
2115,002372,16.66
2116,002371,33.08
2117,002370,31.8
2118,002369,11.7
2119,002368,34.38
2120,002367,14.49
2121,002366,55.46
2122,002365,26.28
2123,002364,24.92
2124,002363,13.51
2125,002362,26.0
2126,002361,7.42
2127,002360,13.77
2128,002359,26.9
2129,002358,23.2
2130,002357,16.88
2131,002356,25.48
2132,002355,16.21
2133,002354,82.0
2134,002353,20.13
2135,002352,49.13
2136,002351,13.13
2137,002350,23.92
2138,002349,23.53
2139,002348,8.11
2140,002347,10.46
2141,002346,23.94
2142,002345,11.1
2143,002344,12.38
2144,002343,45.11
2145,002342,6.72
2146,002341,19.28
2147,002340,7.18
2148,002339,19.18
2149,002338,0.0
2150,002337,8.46
2151,002336,12.32
2152,002335,47.18
2153,002334,8.57
2154,002333,14.51
2155,002332,13.68
2156,002331,17.22
2157,002330,11.9
2158,002329,15.59
2159,002328,11.41
2160,002327,9.33
2161,002326,17.17
2162,002325,9.34
2163,002324,31.65
2164,002323,15.28
2165,002322,22.29
2166,002321,10.65
2167,002320,18.16
2168,002319,24.25
2169,002318,11.0
2170,002317,13.13
2171,002316,0.0
2172,002315,69.53
2173,002314,10.14
2174,002313,24.52
2175,002312,10.36
2176,002311,14.79
2177,002310,14.13
2178,002309,15.19
2179,002308,16.2
2180,002307,9.25
2181,002306,8.88
2182,002305,5.72
2183,002304,69.37
2184,002303,11.46
2185,002302,8.08
2186,002301,22.0
2187,002300,8.99
2188,002299,22.85
2189,002298,14.91
2190,002297,0.0
2191,002296,17.0
2192,002295,19.1
2193,002294,30.27
2194,002293,14.55
2195,002292,26.96
2196,002291,16.79
2197,002290,25.12
2198,002289,26.35
2199,002288,11.87
2200,002287,49.7
2201,002286,16.15
2202,002285,8.16
2203,002284,16.35
2204,002283,10.75
2205,002282,0.0
2206,002281,83.25
2207,002280,18.02
2208,002279,19.38
2209,002278,17.84
2210,002277,14.45
2211,002276,17.17
2212,002275,19.98
2213,002274,10.4
2214,002273,22.7
2215,002272,10.5
2216,002271,22.87
2217,002270,16.86
2218,002269,4.98
2219,002268,32.97
2220,002267,10.24
2221,002266,6.34
2222,002265,21.09
2223,002264,10.68
2224,002263,3.7
2225,002262,20.08
2226,002261,13.16
2227,002260,24.6
2228,002259,0.0
2229,002258,12.35
2230,002256,7.05
2231,002255,8.89
2232,002254,13.15
2233,002253,30.36
2234,002252,21.3
2235,002251,16.71
2236,002250,16.05
2237,002249,9.79
2238,002248,13.68
2239,002247,17.69
2240,002246,13.04
2241,002245,10.06
2242,002244,7.02
2243,002243,14.84
2244,002242,19.75
2245,002241,28.0
2246,002240,12.23
2247,002239,0.0
2248,002238,15.31
2249,002237,12.31
2250,002236,14.15
2251,002235,18.48
2252,002234,24.64
2253,002233,10.07
2254,002232,14.1
2255,002231,15.81
2256,002230,29.93
2257,002229,24.7
2258,002228,5.63
2259,002227,28.48
2260,002226,0.0
2261,002225,6.75
2262,002224,17.13
2263,002223,34.25
2264,002222,16.3
2265,002221,13.22
2266,002220,13.26
2267,002219,12.85
2268,002218,9.94
2269,002217,16.74
2270,002216,9.79
2271,002215,11.06
2272,002214,12.28
2273,002213,26.6
2274,002212,17.92
2275,002211,15.98
2276,002210,16.49
2277,002209,23.38
2278,002208,18.24
2279,002207,22.25
2280,002206,0.0
2281,002205,30.73
2282,002204,4.66
2283,002203,8.8
2284,002202,18.38
2285,002201,23.83
2286,002200,23.81
2287,002199,0.0
2288,002198,0.0
2289,002197,18.33
2290,002196,28.31
2291,002195,12.12
2292,002194,16.75
2293,002193,24.23
2294,002192,26.68
2295,002191,10.78
2296,002190,35.24
2297,002189,24.58
2298,002188,28.8
2299,002187,14.12
2300,002186,21.87
2301,002185,13.1
2302,002184,23.29
2303,002183,12.17
2304,002182,20.15
2305,002181,7.85
2306,002180,31.11
2307,002179,37.61
2308,002178,0.0
2309,002177,8.36
2310,002176,13.05
2311,002175,20.62
2312,002174,29.48
2313,002173,20.7
2314,002172,10.82
2315,002171,18.01
2316,002170,10.16
2317,002169,19.54
2318,002168,15.75
2319,002167,12.8
2320,002166,11.81
2321,002165,0.0
2322,002164,10.82
2323,002163,8.42
2324,002162,7.07
2325,002161,12.84
2326,002160,9.78
2327,002159,28.9
2328,002158,11.66
2329,002157,7.41
2330,002156,11.98
2331,002155,12.29
2332,002154,5.71
2333,002153,25.55
2334,002152,14.9
2335,002151,0.0
2336,002150,17.84
2337,002149,33.22
2338,002148,21.52
2339,002147,16.67
2340,002146,8.57
2341,002145,6.57
2342,002144,25.07
2343,002143,31.2
2344,002142,18.21
2345,002141,11.76
2346,002140,16.17
2347,002139,15.4
2348,002138,17.84
2349,002137,15.45
2350,002136,16.64
2351,002135,7.98
2352,002134,15.46
2353,002133,9.18
2354,002132,6.02
2355,002131,17.77
2356,002130,15.36
2357,002129,0.0
2358,002128,9.19
2359,002127,11.63
2360,002126,9.37
2361,002125,15.2
2362,002124,13.0
2363,002123,16.36
2364,002122,12.21
2365,002121,9.55
2366,002120,54.18
2367,002119,21.2
2368,002118,8.18
2369,002117,29.9
2370,002116,14.34
2371,002115,11.68
2372,002114,25.47
2373,002113,19.0
2374,002112,21.18
2375,002111,24.34
2376,002110,13.0
2377,002109,7.64
2378,002108,22.39
2379,002107,16.25
2380,002106,12.92
2381,002105,11.85
2382,002104,13.93
2383,002103,17.78
2384,002102,5.51
2385,002101,24.67
2386,002100,9.67
2387,002099,0.0
2388,002098,0.0
2389,002097,10.05
2390,002096,16.66
2391,002095,49.25
2392,002094,29.55
2393,002093,11.85
2394,002092,12.37
2395,002091,14.1
2396,002090,27.68
2397,002089,15.9
2398,002088,19.68
2399,002087,7.01
2400,002086,12.36
2401,002085,20.22
2402,002084,12.23
2403,002083,7.44
2404,002082,21.72
2405,002081,11.24
2406,002080,17.9
2407,002079,10.54
2408,002078,6.81
2409,002077,20.25
2410,002076,14.72
2411,002075,0.0
2412,002074,32.99
2413,002073,11.83
2414,002072,28.2
2415,002071,0.0
2416,002070,17.38
2417,002069,11.15
2418,002068,8.5
2419,002067,7.36
2420,002066,17.4
2421,002065,24.45
2422,002064,5.29
2423,002063,14.68
2424,002062,7.3
2425,002061,8.08
2426,002060,8.25
2427,002059,0.0
2428,002058,29.48
2429,002057,15.91
2430,002056,14.81
2431,002055,30.98
2432,002054,11.83
2433,002053,17.48
2434,002052,11.86
2435,002051,26.22
2436,002050,10.59
2437,002049,35.92
2438,002048,23.96
2439,002047,12.69
2440,002046,12.17
2441,002045,13.22
2442,002044,13.56
2443,002043,13.15
2444,002042,11.89
2445,002041,17.09
2446,002040,15.29
2447,002039,17.34
2448,002038,30.13
2449,002037,19.73
2450,002036,21.64
2451,002035,28.0
2452,002034,0.0
2453,002033,16.2
2454,002032,35.91
2455,002031,3.77
2456,002030,26.68
2457,002029,11.3
2458,002028,11.97
2459,002027,17.53
2460,002026,12.28
2461,002025,0.0
2462,002024,11.24
2463,002023,15.79
2464,002022,23.2
2465,002021,9.42
2466,002020,12.29
2467,002019,15.75
2468,002018,9.14
2469,002017,15.7
2470,002016,10.78
2471,002015,9.32
2472,002014,16.94
2473,002013,19.1
2474,002012,10.92
2475,002011,11.04
2476,002010,19.46
2477,002009,16.67
2478,002008,22.94
2479,002007,34.98
2480,002006,12.49
2481,002005,6.2
2482,002004,9.96
2483,002003,15.82
2484,002002,7.34
2485,002001,21.19
2486,001979,19.51
2487,001896,10.22
2488,001696,10.31
2489,000999,26.29
2490,000998,20.69
2491,000997,18.82
2492,000996,23.98
2493,000995,17.44
2494,000993,11.17
2495,000990,18.02
2496,000989,25.08
2497,000988,16.99
2498,000987,0.0
2499,000985,31.16
2500,000983,11.24
2501,000982,0.0
2502,000981,11.15
2503,000980,14.17
2504,000979,2.81
2505,000978,12.05
2506,000977,23.54
2507,000976,11.26
2508,000975,17.3
2509,000973,8.48
2510,000972,7.12
2511,000971,24.28
2512,000970,15.92
2513,000969,12.98
2514,000968,0.0
2515,000967,14.59
2516,000966,6.39
2517,000965,6.7
2518,000963,74.2
2519,000962,11.51
2520,000961,9.27
2521,000960,15.63
2522,000959,6.84
2523,000958,15.5
2524,000957,17.1
2525,000955,8.2
2526,000953,16.97
2527,000952,20.65
2528,000951,15.43
2529,000950,9.46
2530,000949,5.82
2531,000948,19.63
2532,000939,11.0
2533,000938,62.11
2534,000937,8.88
2535,000936,11.01
2536,000935,31.05
2537,000933,6.3
2538,000932,6.02
2539,000931,8.77
2540,000930,11.96
2541,000929,21.1
2542,000928,17.94
2543,000927,5.68
2544,000926,13.47
2545,000925,25.02
2546,000923,23.93
2547,000922,11.27
2548,000921,10.65
2549,000920,16.39
2550,000919,14.42
2551,000918,9.63
2552,000917,15.79
2553,000916,0.0
2554,000915,48.02
2555,000913,18.89
2556,000912,13.05
2557,000911,22.2
2558,000910,18.75
2559,000909,17.05
2560,000908,12.2
2561,000906,14.3
2562,000905,11.18
2563,000903,8.69
2564,000902,11.67
2565,000901,34.61
2566,000900,8.35
2567,000899,9.78
2568,000898,5.15
2569,000897,4.57
2570,000895,22.41
2571,000893,13.1
2572,000892,15.0
2573,000890,13.64
2574,000889,15.69
2575,000888,12.86
2576,000887,0.0
2577,000886,5.64
2578,000885,16.4
2579,000883,4.96
2580,000882,0.0
2581,000881,24.08
2582,000880,15.81
2583,000878,13.96
2584,000877,7.13
2585,000876,8.44
2586,000875,6.19
2587,000869,40.26
2588,000868,7.11
2589,000863,9.24
2590,000862,9.14
2591,000861,5.12
2592,000860,21.02
2593,000859,0.0
2594,000858,35.17
2595,000856,15.61
2596,000852,12.1
2597,000851,13.11
2598,000850,6.62
2599,000848,12.3
2600,000839,10.55
2601,000838,10.47
2602,000837,8.84
2603,000836,7.88
2604,000835,14.96
2605,000833,11.91
2606,000831,12.21
2607,000830,5.4
2608,000829,0.0
2609,000828,12.77
2610,000826,34.0
2611,000825,4.29
2612,000823,12.27
2613,000822,6.32
2614,000821,15.68
2615,000820,26.5
2616,000819,29.84
2617,000818,12.9
2618,000816,6.21
2619,000815,22.69
2620,000813,15.54
2621,000812,12.53
2622,000811,15.03
2623,000810,16.2
2624,000809,5.74
2625,000807,8.1
2626,000806,18.0
2627,000803,0.0
2628,000802,20.85
2629,000801,11.28
2630,000800,11.88
2631,000799,21.05
2632,000798,12.1
2633,000797,18.69
2634,000796,17.29
2635,000795,7.47
2636,000793,11.29
2637,000792,21.02
2638,000791,13.51
2639,000790,14.9
2640,000789,7.81
2641,000788,14.76
2642,000786,11.15
2643,000785,14.92
2644,000783,12.39
2645,000782,9.92
2646,000780,6.44
2647,000779,19.98
2648,000778,5.16
2649,000777,23.56
2650,000776,19.79
2651,000768,22.25
2652,000767,3.95
2653,000766,18.35
2654,000762,19.8
2655,000761,6.0
2656,000760,12.1
2657,000759,8.84
2658,000758,9.33
2659,000757,11.47
2660,000756,13.2
2661,000755,9.44
2662,000753,5.24
2663,000752,18.58
2664,000751,6.42
2665,000750,7.9
2666,000748,0.0
2667,000739,8.05
2668,000738,26.41
2669,000737,6.87
2670,000736,20.25
2671,000735,6.95
2672,000733,19.2
2673,000732,20.69
2674,000731,9.98
2675,000729,7.61
2676,000728,23.65
2677,000727,0.0
2678,000726,13.39
2679,000725,2.78
2680,000723,18.65
2681,000722,14.27
2682,000721,9.97
2683,000720,7.08
2684,000719,0.0
2685,000718,10.24
2686,000717,4.56
2687,000716,7.63
2688,000715,18.14
2689,000713,11.85
2690,000712,25.66
2691,000711,0.0
2692,000710,0.0
2693,000709,3.3
2694,000708,13.05
2695,000707,8.99
2696,000705,14.15
2697,000703,13.79
2698,000702,14.12
2699,000701,17.7
2700,000700,9.1
2701,000698,7.53
2702,000697,0.0
2703,000695,18.0
2704,000693,0.0
2705,000692,6.6
2706,000691,11.19
2707,000690,8.7
2708,000688,11.44
2709,000687,18.22
2710,000686,14.16
2711,000685,12.05
2712,000683,3.06
2713,000682,0.0
2714,000681,22.83
2715,000680,6.37
2716,000679,17.15
2717,000678,13.0
2718,000677,7.88
2719,000676,0.0
2720,000673,13.6
2721,000672,7.18
2722,000671,6.5
2723,000670,0.0
2724,000669,18.91
2725,000668,26.4
2726,000667,4.01
2727,000666,21.86
2728,000665,15.13
2729,000663,16.99
2730,000662,0.0
2731,000661,117.31
2732,000659,5.44
2733,000657,16.88
2734,000656,5.2
2735,000655,10.58
2736,000652,6.21
2737,000651,27.23
2738,000650,7.6
2739,000639,24.92
2740,000638,17.97
2741,000637,7.99
2742,000636,10.44
2743,000635,21.01
2744,000633,12.05
2745,000632,9.41
2746,000631,5.4
2747,000630,3.28
2748,000629,2.73
2749,000628,15.85
2750,000627,8.73
2751,000626,29.16
2752,000625,16.08
2753,000623,35.96
2754,000622,0.0
2755,000620,8.98
2756,000619,12.07
2757,000617,17.57
2758,000616,5.81
2759,000615,11.66
2760,000613,15.12
2761,000612,9.36
2762,000611,0.0
2763,000610,14.95
2764,000609,18.45
2765,000608,7.64
2766,000607,15.86
2767,000606,11.09
2768,000605,23.58
2769,000603,18.62
2770,000601,10.8
2771,000600,9.52
2772,000599,8.62
2773,000598,6.31
2774,000597,11.46
2775,000596,48.99
2776,000595,17.7
2777,000593,12.74
2778,000592,7.54
2779,000591,14.69
2780,000590,21.82
2781,000589,6.12
2782,000587,17.01
2783,000586,21.56
2784,000585,7.86
2785,000584,0.0
2786,000582,17.62
2787,000581,23.88
2788,000576,0.0
2789,000573,9.8
2790,000572,5.35
2791,000571,0.0
2792,000570,9.62
2793,000568,33.65
2794,000567,42.52
2795,000566,14.06
2796,000565,13.05
2797,000564,9.64
2798,000563,0.0
2799,000561,13.13
2800,000560,0.0
2801,000559,14.57
2802,000558,0.0
2803,000557,5.65
2804,000555,27.1
2805,000554,10.6
2806,000553,15.96
2807,000552,4.16
2808,000551,11.02
2809,000550,31.77
2810,000548,8.51
2811,000547,0.0
2812,000546,12.0
2813,000545,6.27
2814,000544,18.4
2815,000543,8.32
2816,000541,10.57
2817,000540,6.93
2818,000539,5.47
2819,000538,0.0
2820,000537,9.96
2821,000536,14.63
2822,000534,15.85
2823,000533,11.97
2824,000532,24.4
2825,000531,0.0
2826,000530,11.04
2827,000529,12.06
2828,000528,7.93
2829,000526,42.0
2830,000525,16.92
2831,000524,17.67
2832,000523,12.52
2833,000521,6.88
2834,000520,7.29
2835,000519,13.51
2836,000518,7.95
2837,000517,4.63
2838,000516,7.25
2839,000514,8.32
2840,000513,59.25
2841,000511,7.27
2842,000510,12.86
2843,000509,8.43
2844,000507,6.44
2845,000506,8.63
2846,000505,11.93
2847,000504,15.81
2848,000503,58.54
2849,000502,22.67
2850,000501,20.48
2851,000498,8.28
2852,000488,10.0
2853,000430,12.8
2854,000429,7.23
2855,000428,7.11
2856,000426,10.44
2857,000425,3.59
2858,000423,58.05
2859,000422,0.0
2860,000421,9.78
2861,000420,4.08
2862,000419,8.37
2863,000418,33.93
2864,000417,9.3
2865,000416,10.59
2866,000415,0.0
2867,000413,13.19
2868,000411,23.67
2869,000410,14.91
2870,000409,15.2
2871,000408,15.96
2872,000407,7.07
2873,000404,11.38
2874,000403,36.23
2875,000402,12.3
2876,000401,11.42
2877,000400,16.82
2878,000338,10.04
2879,000333,29.0
2880,000301,5.28
2881,000166,7.06
2882,000159,8.3
2883,000158,14.98
2884,000157,4.8
2885,000156,18.89
2886,000153,12.98
2887,000151,19.56
2888,000150,35.01
2889,000100,0.0
2890,000099,13.05
2891,000096,15.16
2892,000090,10.21
2893,000089,8.99
2894,000088,7.63
